title,date,Fear,Optimism,Anger,Joy,Trust,Despair,Economic Security,Uncertainty,Fear for the future,sp500_close_today,sp500_close_next_day,sp500_close_next_week,Next_Day_Change,Next_Week_Change,Next_Day_Status,Next_Week_Status
"China’s targeting of Australian military planes ‘aggressive and irresponsible’, US says",2022-07-28,1,0,1,0,0,0,0,1,1,[4072.42993164],[4130.29003906],[4151.93994141],[57.86010742],[79.51000977],עלייה,עלייה
Pearl Harbor water poisoning: US military families say they continue to fall ill,2022-07-02,1,0,1,0,0,1,0,1,1,,,,,,ללא שינוי,ללא שינוי
Ukraine’s military plans to limit free movement to make conscription easier,2022-07-06,1,0,0,0,0,0,0,1,1,[3845.08007812],[3902.62011719],[3801.7800293],[57.54003906],[-43.30004883],עלייה,ירידה
Country diary: An improbable blend of cocktail lounge and military dowdiness,2022-07-05,0,1,0,1,0,0,0,0,0,[3831.38989258],[3845.08007812],[3818.80004883],[13.69018555],[-12.58984375],עלייה,ירידה
The Guardian view on nuclear warfare: dialogue or destruction | Editorial,2022-07-28,1,0,1,0,0,0,0,1,1,[4072.42993164],[4130.29003906],[4151.93994141],[57.86010742],[79.51000977],עלייה,עלייה
"Traditional British garden under threat from extreme heat, says RHS",2022-07-21,1,0,0,0,0,0,0,1,1,[3998.94995117],[3961.62988281],[4072.42993164],[-37.32006836],[73.47998047],ירידה,עלייה
Time for the government to tell the truth about nuclear power | Letter,2022-07-21,0,0,1,0,0,1,0,1,1,[3998.94995117],[3961.62988281],[4072.42993164],[-37.32006836],[73.47998047],ירידה,עלייה
UK government gives go-ahead to Sizewell C nuclear power plant,2022-07-20,1,1,1,0,0,0,1,1,1,[3959.89990234],[3998.94995117],[4023.61010742],[39.05004883],[63.71020508],עלייה,עלייה
Musk mocks Twitter’s lawsuit threat as company condemns ‘wrongful’ termination,2022-07-11,0,0,1,0,0,0,0,1,0,[3854.42993164],[3818.80004883],[3830.85009766],[-35.62988281],[-23.57983398],ירידה,ירידה
"Under the Skin review: US healthcare, racism and a terrible toll taken",2022-07-03,1,1,1,0,0,1,0,0,1,,,,,,ללא שינוי,ללא שינוי
How US dollars put anti-abortion groups at the heart of Romanian healthcare,2022-07-22,1,0,1,0,0,1,0,1,1,[3961.62988281],,[4130.29003906],,[168.66015625],ללא שינוי,עלייה
Healthcare workers: how has UK mental healthcare fared since the lockdowns were lifted?,2022-07-25,0,0,0,0,0,1,0,1,1,[3966.84008789],[3921.05004883],[4118.62988281],[-45.79003906],[151.78979492],ירידה,עלייה
"‘Free healthcare, bad Mexican food’: what life is really like for US expats in New Zealand",2022-07-01,1,1,0,0,0,0,0,1,1,[3825.33007812],,[3899.37988281],,[74.04980469],ללא שינוי,עלייה
People with depression ‘stagnating’ in UK healthcare system,2022-07-10,0,0,1,0,0,1,0,1,1,,[3854.42993164],,,,ללא שינוי,ללא שינוי
Public inquiry into UK Covid-19 response opens,2022-07-21,0,1,1,0,1,1,0,1,1,[3998.94995117],[3961.62988281],[4072.42993164],[-37.32006836],[73.47998047],ירידה,עלייה
Covid-19 bereaved say inquiry must hold Boris Johnson to account ,2022-07-07,0,0,1,0,0,1,0,1,1,[3902.62011719],[3899.37988281],[3790.37988281],[-3.24023438],[-112.24023438],ירידה,ירידה
"Covid covid covid, everyone is getting covid covid covid | First Dog on the Moon",2022-07-04,1,0,0,0,0,0,0,1,1,,[3831.38989258],[3854.42993164],,,ללא שינוי,ללא שינוי
AMA welcomes Albanese’s decision to extend Covid-19 pandemic leave payments after national cabinet meets,2022-07-16,1,1,1,0,0,0,0,1,1,,,,,,ללא שינוי,ללא שינוי
Is the death of Covid-19 patient with Down’s syndrome proof of care rationing?,2022-07-10,1,0,1,0,0,1,0,1,1,,[3854.42993164],,,,ללא שינוי,ללא שינוי
Pandemic burnout: how Australians are navigating the current Covid wave,2022-07-24,1,0,1,0,0,0,0,1,1,,[3966.84008789],,,,ללא שינוי,ללא שינוי
Pushing Buttons: Is it game over for gaming’s pandemic boom?,2022-07-12,0,1,0,1,0,0,0,1,1,[3818.80004883],[3801.7800293],[3936.68994141],[-17.02001953],[117.88989258],ירידה,עלייה
Anthony Albanese resists growing pressure to extend pandemic leave payments,2022-07-15,1,0,1,0,0,0,0,1,1,[3863.15991211],,[3961.62988281],,[98.4699707],ללא שינוי,עלייה
"Private UK care homes’ profit margins soared in pandemic, research finds",2022-07-24,0,0,1,0,0,1,0,1,1,,[3966.84008789],,,,ללא שינוי,ללא שינוי
PM extends pandemic leave payment; 77 Covid deaths – as it happened,2022-07-16,1,1,1,0,0,0,1,1,1,,,,,,ללא שינוי,ללא שינוי
FDA authorizes protein-based Novavax Covid vaccine for adults,2022-07-13,0,1,0,0,1,0,0,1,1,[3801.7800293],[3790.37988281],[3959.89990234],[-11.40014648],[158.11987305],ירידה,עלייה
"UK needs urgent vaccine drive to curb monkeypox, campaigners say",2022-07-24,1,0,1,0,0,0,0,1,1,,[3966.84008789],,,,ללא שינוי,ללא שינוי
UK scientists take ‘promising’ step towards single Covid and cold vaccine,2022-07-27,0,1,0,0,0,0,0,1,1,[4023.61010742],[4072.42993164],[4155.16992188],[48.81982422],[131.55981445],עלייה,עלייה
Covid vaccine figures lay bare global inequality as global target missed,2022-07-21,0,0,1,0,0,1,0,1,1,[3998.94995117],[3961.62988281],[4072.42993164],[-37.32006836],[73.47998047],ירידה,עלייה
"UK orders more doses of monkeypox vaccine as cases pass 2,000",2022-07-19,1,0,0,0,0,0,0,1,0,[3936.68994141],[3959.89990234],[3921.05004883],[23.20996094],[-15.63989258],עלייה,ירידה
Are heatwaves harmful to mental health?,2022-07-19,1,0,0,0,0,1,0,1,1,[3936.68994141],[3959.89990234],[3921.05004883],[23.20996094],[-15.63989258],עלייה,ירידה
"Mindfulness in schools does not improve mental health, study finds ",2022-07-12,1,0,0,0,0,0,0,1,1,[3818.80004883],[3801.7800293],[3936.68994141],[-17.02001953],[117.88989258],ירידה,עלייה
TalkTV apologises to mental health charity over ‘plain wrong’ claims,2022-07-02,0,0,1,0,0,0,0,1,0,,,,,,ללא שינוי,ללא שינוי
Teacher sick days soar as poor conditions take toll on mental health,2022-07-31,1,0,1,0,0,1,0,1,1,,[4118.62988281],,,,ללא שינוי,ללא שינוי
Hongkongers who fled to UK criticise lack of mental health support,2022-07-05,1,0,1,0,0,1,0,1,1,[3831.38989258],[3845.08007812],[3818.80004883],[13.69018555],[-12.58984375],עלייה,ירידה
Dashboard of decline: seven charts that explain Britain’s economic crisis,2022-07-02,1,0,0,0,0,1,0,1,1,,,,,,ללא שינוי,ללא שינוי
China’s economic growth slumps sharply after Covid lockdowns,2022-07-15,1,0,0,0,0,1,0,1,1,[3863.15991211],,[3961.62988281],,[98.4699707],ללא שינוי,עלייה
Mortgage strikes threaten China’s economic and political stability,2022-07-19,1,0,1,0,0,1,0,1,1,[3936.68994141],[3959.89990234],[3921.05004883],[23.20996094],[-15.63989258],עלייה,ירידה
"Economics made simple: 10 experts on where the cost of living crisis came from, and where it’s heading",2022-07-16,1,0,1,0,0,0,0,1,1,,,,,,ללא שינוי,ללא שינוי
Wickremesinghe’s election as Sri Lankan PM could have severe consequences,2022-07-21,1,0,1,0,0,1,0,1,1,[3998.94995117],[3961.62988281],[4072.42993164],[-37.32006836],[73.47998047],ירידה,עלייה
London stock market listing of up to £45bn looms as GSK investors vote for demerger,2022-07-06,0,1,1,0,0,0,0,1,1,[3845.08007812],[3902.62011719],[3801.7800293],[57.54003906],[-43.30004883],עלייה,ירידה
European stock markets tumble on rising fears of recession,2022-07-05,1,0,0,0,0,0,0,1,1,[3831.38989258],[3845.08007812],[3818.80004883],[13.69018555],[-12.58984375],עלייה,ירידה
McEnroe review – tennis’s original bad boy takes stock,2022-07-13,0,0,1,1,0,0,0,1,0,[3801.7800293],[3790.37988281],[3959.89990234],[-11.40014648],[158.11987305],ירידה,עלייה
Our energy market is anti-competitive | Letters ,2022-07-31,0,0,1,0,0,1,0,1,1,,[4118.62988281],,,,ללא שינוי,ללא שינוי
Taking stock: how has 10 years of Airbnb changed Australia?,2022-07-29,1,0,1,0,0,1,0,1,1,[4130.29003906],,[4145.18994141],,[14.89990234],ללא שינוי,עלייה
Turkey hit with soaring prices as inflation nears 80% ,2022-07-04,1,0,1,0,0,1,0,1,1,,[3831.38989258],[3854.42993164],,,ללא שינוי,ללא שינוי
Lloyds lays bare impact of soaring inflation on everyday customers,2022-07-27,1,0,0,0,0,0,0,1,1,[4023.61010742],[4072.42993164],[4155.16992188],[48.81982422],[131.55981445],עלייה,עלייה
Jim Chalmers to cut economic growth estimates amid inflation ‘headwinds’,2022-07-27,1,0,0,0,0,0,0,1,1,[4023.61010742],[4072.42993164],[4155.16992188],[48.81982422],[131.55981445],עלייה,עלייה
"Benefit deductions should be stopped until inflation falls, say MPs ",2022-07-26,1,0,1,0,0,1,0,1,1,[3921.05004883],[4023.61010742],[4091.18994141],[102.56005859],[170.13989258],עלייה,עלייה
UK living standards fall at record rate as inflation soars,2022-07-19,1,0,1,0,0,1,0,1,1,[3936.68994141],[3959.89990234],[3921.05004883],[23.20996094],[-15.63989258],עלייה,ירידה
IMF says global economy is edging towards recession,2022-07-26,1,0,0,0,0,1,0,1,1,[3921.05004883],[4023.61010742],[4091.18994141],[102.56005859],[170.13989258],עלייה,עלייה
European stock markets tumble on rising fears of recession,2022-07-05,1,0,0,0,0,0,0,1,1,[3831.38989258],[3845.08007812],[3818.80004883],[13.69018555],[-12.58984375],עלייה,ירידה
Republicans rush to label economic slowdown as ‘Joe Biden’s recession’,2022-07-28,1,0,1,0,0,0,0,1,1,[4072.42993164],[4130.29003906],[4151.93994141],[57.86010742],[79.51000977],עלייה,עלייה
"US economy shrinks in second quarter, signaling unofficial start of recession",2022-07-28,1,0,0,0,0,0,0,1,1,[4072.42993164],[4130.29003906],[4151.93994141],[57.86010742],[79.51000977],עלייה,עלייה
"Global recession risk rising as economic outlook ‘darkens significantly’, IMF says",2022-07-14,1,0,0,0,0,1,0,1,1,[3790.37988281],[3863.15991211],[3998.94995117],[72.7800293],[208.57006836],עלייה,עלייה
"‘No clarity, no justice’: mother of murdered Mexican photojournalist seeks answers",2022-07-10,1,0,1,0,0,1,0,1,1,,[3854.42993164],,,,ללא שינוי,ללא שינוי
Ukraine calls for international tribunal to bring Putin to justice more quickly,2022-07-21,0,1,1,0,0,0,0,1,1,[3998.94995117],[3961.62988281],[4072.42993164],[-37.32006836],[73.47998047],ירידה,עלייה
"The ‘Thomas court’: after biding his time, rightwing justice finds his power",2022-07-10,1,0,1,0,0,0,0,1,1,,[3854.42993164],,,,ללא שינוי,ללא שינוי
Justice finally arrives for Bernard Collaery but damage already done | Christopher Knaus,2022-07-07,0,0,1,0,0,1,0,1,1,[3902.62011719],[3899.37988281],[3790.37988281],[-3.24023438],[-112.24023438],ירידה,ירידה
TechScape: What should social media giants do to protect children?,2022-07-27,1,0,1,0,0,0,0,1,1,[4023.61010742],[4072.42993164],[4155.16992188],[48.81982422],[131.55981445],עלייה,עלייה
Pulp to reform (again) for 2023 concerts,2022-07-26,0,1,0,1,0,0,0,1,0,[3921.05004883],[4023.61010742],[4091.18994141],[102.56005859],[170.13989258],עלייה,עלייה
Bipartisan Senate group reaches deal to reform Electoral Count Act,2022-07-20,1,1,1,0,0,0,0,1,1,[3959.89990234],[3998.94995117],[4023.61010742],[39.05004883],[63.71020508],עלייה,עלייה
Dismay as UK gambling reform white paper shelved for fourth time,2022-07-14,0,0,1,0,0,1,0,1,1,[3790.37988281],[3863.15991211],[3998.94995117],[72.7800293],[208.57006836],עלייה,עלייה
"Workplace reform to proceed even without consensus at jobs summit, Tony Burke says",2022-07-20,0,1,1,0,0,0,1,1,0,[3959.89990234],[3998.94995117],[4023.61010742],[39.05004883],[63.71020508],עלייה,עלייה
‘Worse than we thought’: Labor says urgent reform needed to fix aged care crisis,2022-07-06,1,0,1,0,0,1,0,1,1,[3845.08007812],[3902.62011719],[3801.7800293],[57.54003906],[-43.30004883],עלייה,ירידה
Kew Gardens secures a multimillion-pound climate change investment ,2022-07-27,0,1,0,0,0,0,1,0,1,[4023.61010742],[4072.42993164],[4155.16992188],[48.81982422],[131.55981445],עלייה,עלייה
Pacific leaders welcome Australia’s ‘renewed commitment’ to climate change,2022-07-14,0,1,1,1,1,0,0,1,1,[3790.37988281],[3863.15991211],[3998.94995117],[72.7800293],[208.57006836],עלייה,עלייה
‘Change is possible’: meet the Gen-Zers who embrace climate optimism ,2022-07-15,0,1,1,1,0,1,0,0,1,[3863.15991211],,[3961.62988281],,[98.4699707],ללא שינוי,עלייה
Grassroots push to include climate change in Labor’s revamp of national conservation laws,2022-07-22,1,0,1,0,0,1,0,1,1,[3961.62988281],,[4130.29003906],,[168.66015625],ללא שינוי,עלייה
Leading environment group says Labor must include ratchet mechanism in climate change bill,2022-07-20,0,1,0,0,0,0,0,1,1,[3959.89990234],[3998.94995117],[4023.61010742],[39.05004883],[63.71020508],עלייה,עלייה
Bangladesh is paying a high price for developed world’s carbon emissions | Letter,2022-07-10,1,0,1,0,0,1,0,0,1,,[3854.42993164],,,,ללא שינוי,ללא שינוי
Australia’s farcical climate policy: market forces to cut emissions and subsidies to destroy carbon sinks | Richard Denniss,2022-07-12,0,0,1,0,0,1,0,1,1,[3818.80004883],[3801.7800293],[3936.68994141],[-17.02001953],[117.88989258],ירידה,עלייה
Ireland targets 25% cut in agriculture emissions but farmers voice anger,2022-07-29,1,0,1,0,0,1,1,1,1,[4130.29003906],,[4145.18994141],,[14.89990234],ללא שינוי,עלייה
Amazon: e-cargo bikes to replace thousands of van deliveries in London,2022-07-03,0,1,0,0,1,0,1,0,0,,,,,,ללא שינוי,ללא שינוי
Energy use from US cryptomining firms is contributing to rising utility bills,2022-07-16,1,0,1,0,0,0,0,1,1,,,,,,ללא שינוי,ללא שינוי
UK cybersecurity chiefs back plan to scan phones for child abuse images,2022-07-21,1,1,1,0,0,0,0,1,0,[3998.94995117],[3961.62988281],[4072.42993164],[-37.32006836],[73.47998047],ירידה,עלייה
‘Some staff work behind armoured glass’: a cybersecurity expert on The Undeclared War,2022-07-07,1,1,0,0,0,0,0,1,1,[3902.62011719],[3899.37988281],[3790.37988281],[-3.24023438],[-112.24023438],ירידה,ירידה
"Apple should scan iPhones for child abuse images, says scanning technology inventor",2022-07-31,1,0,1,0,0,0,0,1,1,,[4118.62988281],,,,ללא שינוי,ללא שינוי
‘Lives are at stake’: hacking of US hospitals highlights deadly risk of ransomware,2022-07-14,1,0,1,0,0,1,0,1,1,[3790.37988281],[3863.15991211],[3998.94995117],[72.7800293],[208.57006836],עלייה,עלייה
TechScape: What should social media giants do to protect children?,2022-07-27,1,0,1,0,0,0,0,1,1,[4023.61010742],[4072.42993164],[4155.16992188],[48.81982422],[131.55981445],עלייה,עלייה
"US economy shrinks in second quarter, signaling unofficial start of recession",2022-07-28,1,0,0,0,0,0,0,1,1,[4072.42993164],[4130.29003906],[4151.93994141],[57.86010742],[79.51000977],עלייה,עלייה
How strong is the US economy? Depends on which party you ask,2022-07-30,1,0,0,0,0,0,0,1,1,,,,,,ללא שינוי,ללא שינוי
Thursday briefing: What the end of the McDonald’s 99p cheeseburger tells us about the economy,2022-07-28,1,0,0,0,0,0,0,1,1,[4072.42993164],[4130.29003906],[4151.93994141],[57.86010742],[79.51000977],עלייה,עלייה
IMF says global economy is edging towards recession,2022-07-26,1,0,0,0,0,1,0,1,1,[3921.05004883],[4023.61010742],[4091.18994141],[102.56005859],[170.13989258],עלייה,עלייה
Apple surpasses expectations as tech companies struggle in slow economy,2022-07-28,0,1,0,0,0,0,0,1,1,[4072.42993164],[4130.29003906],[4151.93994141],[57.86010742],[79.51000977],עלייה,עלייה
Body politics: the secret history of the US anti-abortion movement | Sarah Churchwell,2022-07-23,1,0,1,0,0,1,0,1,1,,,,,,ללא שינוי,ללא שינוי
Party politics won’t solve the climate crisis | Letters,2022-07-24,1,0,1,0,0,1,0,1,1,,[3966.84008789],,,,ללא שינוי,ללא שינוי
Sunak’s interruptions ignite debate over ‘mansplaining’ in politics ,2022-07-26,0,0,1,0,0,0,0,1,0,[3921.05004883],[4023.61010742],[4091.18994141],[102.56005859],[170.13989258],עלייה,עלייה
We ignore moods in politics at our peril | Letters,2022-07-25,1,0,0,0,0,0,0,1,1,[3966.84008789],[3921.05004883],[4118.62988281],[-45.79003906],[151.78979492],ירידה,עלייה
US faces new era of political violence as threats against lawmakers rise,2022-07-31,1,0,1,0,0,0,0,1,1,,[4118.62988281],,,,ללא שינוי,ללא שינוי
High Noon at 70: the politically loaded anti-western adored by US presidents,2022-07-24,1,0,1,0,0,1,0,1,0,,[3966.84008789],,,,ללא שינוי,ללא שינוי
Sri Lanka: president agrees to resign amid unrest,2022-07-09,0,0,1,1,0,1,0,1,1,,,,,,ללא שינוי,ללא שינוי
Sri Lankan president Gotabaya Rajapaksa flees the country,2022-07-12,1,0,1,0,0,1,0,1,1,[3818.80004883],[3801.7800293],[3936.68994141],[-17.02001953],[117.88989258],ירידה,עלייה
Sri Lanka president vote: Ranil Wickremesinghe wins amid protests,2022-07-20,1,0,1,0,0,1,0,1,1,[3959.89990234],[3998.94995117],[4023.61010742],[39.05004883],[63.71020508],עלייה,עלייה
